description_text,workplace_address_city,driving_license_required,employment_type_label,working_hours_type_label
"Nu söker vi dig som vill arbeta i ett kök på en förskola. Du som söker bör vara intresserad av matlagning, ha lätt att lära och samarbeta med vår befintliga köksmästare som tillfälligt behöver lite hjälp! Har du erfarenheter ifrån köksarbete, och är intresserad av hälsosam mat så har vi en tillfällig tjänst för dig. Du behöver inte ha formell utbildning, eller dokumenterad vana, vi söker dig som är mest lämplig utifrån samarbetsförmåga och entusiasm, flexibilitet, matlagningsglädje.  Maila din cv till mig om detta låter intressant!",VALLENTUNA,No,,Deltid
"Restaurang Tegelbruket i Täby centrum. Vi serverar vällagad husmanskost och ala carte. Matsalen har ca 200 sittplatser och i baren ca 60 platser.  Vi söker dig som har jobbat med luncher och potionering.   För oss är det viktigt att du är serviceinriktad, ansvarstagande, ambitiös, stresstålig och har ett gott ordningssinne. Ett krav är att du har flerårig erfarenhet av serveringsyrket.   Vi erbjuder dig en trivsam arbetsmiljö med trevliga  arbetskamrater.  Tjänsten omfattar heltid med tillträde snarast möjligt.",TÄBY,No,,Heltid/Deltid
"Arbetsuppgifter

Svara i telefon och fördela telefonsamtal
Enklare bokföring
Fakturering
Registrering av order
Leveransbevakning
Reklamationer
Posthantering
Övriga på kontor förekommande arbetsuppgifter

Goda kunskaper i engelska krävs
Vi arbetar i SPCS

Egenskaper

Serviceinriktad
Öppen
Effektiv
Pålitlig
Noggrann
Stresstålig",TÄBY,No,,Deltid
" Om HSB Omsorg  HSB Omsorg AB är ett företag med mångårig erfarenhet av vård och omsorg och ägs av HSB Stockholm. HSB Omsorg arbetar med hemtjänst, hushållsnära tjänster, äldreboenden, bovärdinnor, korttidsvård utomlands, volontärer samt larm och nattpatrullverksamhet. Vi är i dag verksamma i Täby, Danderyd, Järfälla, Haninge, Huddinge, Sollentuna, Solna, Österåker och Stockholms stad. HSB Omsorg arbetar för att alla ska känna trygghet i boendet. Därför anpassar vi våra tjänster efter våra kunders behov, krav och förväntningar. HSB Omsorg tillhör den kooperativa HSB rörelsen och har varit verksamma sedan 1993.   Våra nyckelvärderingar är hederlighet, öppenhet, socialt ansvar och omsorg om andra. Vår belöning är nöjda kunder.    Om tjänsten:  Vi söker nu en undersköterska till larmpatrullen i Täby.  Våra krav är att du har vårdutbildning och erfarenhet av vårdarbete. Du måste ha B körkort och datavana då vi arbetar även med administrativa uppgifter på datorn. Du ska behärska det svenska språket väl i både tal och skrift.  Vi lägger stor vikt vid personlig lämplighet.  Vi arbetar med önskemålschema och använder TimeCare som schemaläggningsprogram.",TÄBY,No,,Deltid
"Hej!  Jag är en kille på 28 år som bor i en egen lägenhet i Täby centrum. Nu söker jag förstärkning till min assistentgrupp med en person som kan jobba deltid eller mer hos mig. Du som söker bör vara kvinna över 23 år och du ska kunna hjälpa mig i min lägenhet med alla dagliga göromål och följa med på fritidsaktiviteter mm. En förutsättning är att du har erfarenhet av att jobba som personlig assistent eller inom vården, att du är flexibel och stark. Det är ett krav att du behärskar det svenska språket väl i tal och skrift då jag behöver hjälp med kommunikation. Är du även positiv, initiativrik, ansvarsfull och har tålamod så kan jag erbjuda dig ett omväxlande arbete. Mina stora intressen är att se på idrott och lyssna på musik. Det är ett plus om du bor i närheten. Tjänsten är deltid och arbetstiden är förlagd till både dag kväll/natt och helg.   Tillträde enligt ök. Kollektivavtal KFS-PASS.   Önskar du en bekräftelse på att vi mottagit din ansökan, ange din e-postadress. Vi har tyvärr ingen möjlighet att besvara frågor angående annonsen via telefon.",STOCKHOLM,No,,Deltid
"ABC Skoltröjor AB är det ledande företaget inom försäljning av studentmössor till Sveriges gymnasieskolor. Vi är ett relativt ungt företag med en urstark tillväxt och en stor tilltro till våran produkt och vår marknad. I vårt företag har vi alltid ett starkt fokus på kvalite och service.   Nu söker vi förstärkning till våran kundtjänst efter ett år av stark tillväxt. Arbetsuppgifterna består främst av att hantera inkommande e-post och telefonsamtal från våra kunder.   Vi söker dig som är fokuserad, snabb och älskar ett högt arbetstempo. Du har lätt att hantera alla typer av människor och har enkelt att föra dig, både i tal och skrift.  Vi utbildar dig internt för uppdraget så du behöver ingen tidigare erfarenhet, även om vi gärna ser referenser av kundnära arbete som ett plus!  Vi ser fram emot att höra ifrån dig!",Täby,No,,Heltid
"Leg Sjuksköterska,  Förenade Care AB   Leg.Sjuksköterska 75%, för tjänst inom den avancerade hemsjukvården (ASiH) i Täby, Vallentuna, Danderyd, Vaxholm och Österåkers kommun.Uppdraget innefattar vård av patienter med livshotande tillstånd, som kan vårdas i sitt eget hem.Vi har framförallt patienter med palliativ onkologisk bakgrund, men har även andra patienter i behov av palliation, oavsett diagnos.Vi vill att du har minst två års erfarenhet som SSK, meriterande är om du har arbetet med onkologi tidigare, men inget krav.    Det är ett självständigt arbete där initiativ förmåga och förmåga att fatta egna beslut är av stor vikt.     Kvalifikationer: Leg Sjuksköterska med några års erfarenhet.Tillsättning av tjänsten kommer att ske snarast.Körkort och körvana erfordras.   Ovanstående är en mycket mycket kort beskrivning av arbetet, för att få utförlig och beskrivande information ring eller besök oss.Inkom med Din ansökan senast 30 november2006.    Susanne Thoors är vårt lokala ombud för Vårdförbundet: Om frågor kontakta henne via e-post så ringer hon upp.",TÄBY,No,,Deltid
"Perido Skills söker hemtjänstpersonal till vår kund i Täby.Du jobbar med att ta hand om äldre i deras hem, hjälpa dem med diverse uppgifter som de har svårt att utföra själva.Det kan innebära att se till så att de tar sin medicin, laga lättare maträtter, hjälpa till att hålla personlig hygien och hålla rent, gå ut och gå m m.Det är viktigt att du vill arbeta med äldre människor och att du har förståelse för vad det kan innebära.Du är flexibel och lyhörd och har lätt för att samarbeta.Du kommer att ingå i ett team där man samarbetar och har regelbundna avstämningar men du kommer också att jobba självständigt med de äldre i ditt dagliga arbete.Kravprofil -  Människomänniska!-  Lugn och sansad -  Flexibel och lyhörd -  Körkort och tillgång till bil!Det är förstås ett stort plus om du har en bakgrund inom något vårdyrke eller har en sådan utbildning, men det är inget krav.Arbetstider Du kan jobba kvällar och/eller helger.Vardagar mellan 16 och 22,  Helger mellan 07 och 16 eller mellan 16 och 22.Din ansökan vill vi ha snarast möjligt då urvalet kommer att ske löpande.",STOCKHOLM,No,,Heltid/Deltid
"Gribby Gård är 6-9-delen i Gribbylunds kommunala F-9 skola där även Löttingelundsskolan (F-5) och Myrängen (F-5) ingår. Vi har ca 300 elever uppdelade på tre arbetslag. Vi har nyrenoverade mycket fräscha och ändamålsenliga lokaler. Skolan har ett bra läge med mycket nära till fina naturområden. I Gribby Gård har vi fyra inriktningar dessa är: Ma/No, Idrott/ledarskap, Språklig internationell samt Praktisk estetisk (slöjd, musik & bild).  Värdegrundsarbetet är centralt i vår skola.  Som lärare i Gribby Gård ingår du i ett arbetslag är medlem i ett mentorsteam.  Då en våra Lärare får nya uppgifter söker vi en ny förträfflig Ma/Idrottslärare",TÄBY,No,,Heltid
"Vi söker 1 st undersköterska för en tills vidare tjänst på 95 % from mitten av januari 2007. Arbetstiden är schemalagd med tjänstgöring 2 helger av 5. Reaktivering Furuhöjden är ett privat rehabiliteringshem beläget i Täby med plats för 44 gäster. Vår främsta inriktning är ortopedi därutöver kirurgi, medicin samt neurologi. Vi arbetar i rehabteam i hemlik miljö vilket innebär att undersköterska, sjuksköterska, arbetsterapeut samt sjukgymnast samarbetar tillsammans med gäst för att uppnå de individuella målen för optimal rehabilitering. Vårdtider för våra gäster är c:a 4-7 dagar",TÄBY,No,,Deltid
"SDR Svensk Direktreklam är Sveriges ledande företag för utformning, tryck och distribution av direktreklam, samhällsinformation och post. Vi har ca 11,000 anställda och varje vecka distribuerar vi 15-40 miljoner försändelaser till 4,3 miljoner hushåll i hela Sverige.  Nu söker vi dig som bor i Täby, Danderyd eller i en närliggande kommun & kan jobba här på vårt lager i Täby. Jobbet går ut på att ta emot gods som kommer & sedan packa detta. På torsdag-fredag körs allt ut till våra utdelare som bor runt omkring på våra områden. De kommuner vi ansvarar för är Norrtälje/Rimbo, Lidingö, Danderyd, Täby, Åkersberga, Vaxholm & Vallentuna.   Välkommen med din ansökan!",TÄBY,No,,Heltid
"Vår fräscha Täby klinik ligger i nordens största affärscentrum www.tabycentrum.se, med bra kommunikationer.   Vi är 34 medarbetare som arbetar i tre storteam med teamledare.  Har under hösten fortsatt med att utveckla tandvården med laserbehandlingar.   Arbetsuppgifter/Kvalifikation:  Vi söker en duktig och engagerad tandläkare som vill arbeta med både barn- och vuxentandvård och som vill hjälpa till att vidareutveckla teamtandvården i Täby.   Vill du ingå i ett trevligt gäng, som har anpassat sitt arbetssätt för det framtida vårdbehovet i Täby, så är du hjärtligt välkommen med din ansökan.  Ett av teamen kommer att introducera dig i arbetet för att du snabbt skall komma in i verksamheten.  Välkommen med ansökan!",STOCKHOLM,No,,Heltid
"Vi söker en person till Frukt o grönt avdelningen. 
Du skall tillsammans med Frukt o gröntansvarig sköta och utveckla avdelningen till en riktig kundmagnet. 
Du skall ha erfarenhet av arbete på Frukt o grönsaksavdelning. 
Du skall vidare ha ett glatt och trevligt sätt och tycka om att serva våra trevliga kunder.",,No,,Heltid
"Myrängen  söker  LÄRARE - SPECIALLÄRARE   Myrängen och Gribby Gård ingår i Gribbylunds kommmunala F-9 skola.I Myrängen bedrivs åldersintegrerad undervisning år 1-3 med förskoleklasser och fritidshem samt åldersren undervisning år 4 och 5.I skolan finns en särskild tal och språkklass.I Gribby Gård finns elever i år 6-9.Dessutom finns där också särskilda undervisningsgrupper.Vi söker en lärare/speciallärare för ett vikariat under nuvarande innehavares sjukledighet.Arbetsuppgifterna består i att undervisa elever i särskilda undervisningsgrupper år 1 och 9.Erfarenhet och kunskap om undervisning med elever i behov av särskilt stöd är meriterande.Tjänsten omfattar 50-100 % ferietjänst, vikariat, tillträde snarast.Individuell lönesättning tillämpas.   ",TÄBY,No,,Heltid/Deltid
"Tekniska kontoret Gatu- och parkenheten, GPE  söker  GRUPPLEDARE TILL TRAFIKGRUPPEN  Arbetsuppgifter:    Leda gruppens arbete med trafikplanering och trafiksäkerhetsarbete, genomföra upphandlingar av konsulter och entreprenörer, samt ta fram skrifter, policy och riktlinjer om kommunen trafiksäkerhetsarbete.Vara huvudföredragande i trafiksäkerhetsfrågor i Miljö- och byggnämnden samt Trafiksäkerhetsutskottet.Deltaga i framtagandet av en ny kommuntäckande översiktsplan samt i detaljplanegrupper.Skriva yttranden över SL:s förslag i kollektivtrafikfrågor samt sammanställa synpunkter från kommuninnevånarna rörande kollektivtrafiken.Besvara skrivelser från allmänheten och remisser från myndigheter.Ta egna initiativ till följd av synpunkter från kommuninnevånarna.Leda kommunens arbete med tillgänglighet för personer med funktionshinder.Leda och upphandla parkeringsövervakning.Delta i interna och externa informationsmöten.Handlägga presskontakter, mm. Budgetera och följa upp trafikgruppens verksamhet.Delta i ledningsgruppen för kommunens brottsförebyggande råd, ""Trygg i Täby"".Medverka i projektgruppen för kommunens driftentreprenad.Kvalifikationer:       Civilingenjörsexamen eller annan likvärdig teknisk utbildning samt erfarenhet från trafiksäkerhetsarbete.God förmåga att uttrycka sig i tal och skrift.God förmåga att informera och föredra även i större grupper.Vana vid budgetarbete och ekonomisk uppföljning.Förmåga att leda gruppens arbete och även att självständigt ta fram beslutsunderlag till kommunens politiker.   Trafikgruppen: Trafikgruppen består idag av fem personer.Gruppledare, två trafikingenjörer, en ingenjör samt en trafikassistent.Arbetstid/varaktighet: Tillsvidareanställning 100 %.Tillträde snarast.Upplysningar: Frågor avseende tjänsten besvaras av gruppledare Göte Eng,      Sista ansökningsdag:    Ansökan ska vara inkommen senast 2006-11-29.Du är välkommen att skicka din ansökan till:       Täby kommun,  Tekniska kontoret         Att.Margus Aule 183 80 TÄBY  Märk din ansökan med ""Platsansökan: Gruppledare till trafikgruppen"".",TÄBY,No,,Heltid
